SO43838,16642,17,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43839,16674,15,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43840,6958,41,2011-01-28,2011-02-04,2011-02-09,699,1,699
SO43841,2407,18,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43842,5631,16,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43918,11042,17,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43919,1125,18,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43920,17067,17,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43921,5744,17,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43922,2547,14,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43923,17019,16,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43924,1133,14,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43925,5662,18,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43926,56,31,2011-01-31,2011-02-07,2011-02-12,3375,1,3375
SO43927,5663,18,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43928,5741,17,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43929,14271,39,2011-01-31,2011-02-07,2011-02-12,699,1,699
SO43930,17039,16,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43931,2549,17,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43932,5742,18,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43933,32,27,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43934,35,26,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43935,9049,45,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43936,17066,15,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43937,6048,16,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43938,5687,14,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43939,5660,16,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43940,14295,46,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43941,2601,18,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43942,6052,14,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43943,3566,47,2011-02-03,2011-02-10,2011-02-15,699,1,699
SO43944,55,24,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43945,5676,14,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43946,5688,17,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43947,5713,14,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43948,48,25,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43949,16727,14,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43950,17015,15,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43951,5697,15,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43952,5640,16,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43953,9050,49,2011-02-05,2011-02-12,2011-02-17,699,1,699
SO43954,2603,15,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43955,2662,18,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43956,31,24,2011-02-05,2011-02-12,2011-02-17,3400,1,3400
SO43957,17069,17,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43958,5659,16,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43959,36,28,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43960,47,29,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43961,17032,15,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43962,17077,16,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43963,5686,18,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43964,5746,16,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43965,39,31,2011-02-07,2011-02-14,2011-02-19,3375,1,3375
SO43966,40,27,2011-02-07,2011-02-14,2011-02-19,3400,1,3400
SO43967,17041,17,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43968,17068,17,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43969,17072,14,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43970,5685,15,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43971,5658,18,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43972,10940,18,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43973,17040,16,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43974,2688,16,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43975,2541,16,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43976,17064,14,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43977,5704,16,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43978,17031,14,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43979,3577,39,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43980,49,31,2011-02-10,2011-02-17,2011-02-22,3375,1,3375
SO43981,5665,18,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43982,14272,49,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43983,17018,18,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43984,2546,15,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43985,2516,17,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43986,17071,14,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43987,17043,14,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43988,245,24,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43989,17084,16,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43990,14873,24,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43991,5661,14,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43992,5639,15,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43993,5930,18,2011-02-14,2011-02-21,2011-02-26,3578,1,3578
SO43994,16682,18,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43995,10814,16,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43996,16921,14,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43997,17023,14,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43998,34,28,2011-02-15,2011-02-22,2011-02-27,3375,1,3375
SO43999,17048,15,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO44000,16919,15,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44001,17045,17,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44002,3573,46,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44003,8326,49,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44004,17062,14,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44005,15630,45,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44006,5745,14,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44007,14556,38,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44008,16679,16,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44009,16760,18,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44010,2681,14,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44011,2515,14,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44012,53,29,2011-02-17,2011-02-24,2011-03-01,3375,1,3375
SO44013,5929,16,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44014,16918,17,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44015,2694,15,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44016,248,30,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44017,17079,14,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44018,14877,30,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44019,5702,14,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44020,5932,15,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44021,33,28,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44022,11009,17,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44023,8831,29,2011-02-19,2011-02-26,2011-03-03,3375,1,3375
SO44024,5664,18,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44025,5709,18,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44026,6046,14,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44027,10922,14,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44028,6049,16,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44029,51,30,2011-02-20,2011-02-27,2011-03-04,3375,1,3375
SO44030,1132,15,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44031,2690,17,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44032,244,24,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44033,5694,18,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44034,5703,17,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44035,5708,16,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44036,6047,14,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44037,14273,42,2011-02-21,2011-02-28,2011-03-05,699,1,699
SO44038,14869,24,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44039,6972,49,2011-02-22,2011-03-01,2011-03-06,699,1,699
SO44040,58,31,2011-02-22,2011-03-01,2011-03-06,3375,1,3375
SO44041,5743,17,2011-02-22,2011-03-01,2011-03-06,3578,1,3578
SO44042,2679,17,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44043,2680,15,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44044,2691,18,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44045,17395,24,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44046,17065,17,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44047,14879,24,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44048,5714,18,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44049,2539,18,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44050,6051,14,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44051,2692,14,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44052,5638,18,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44053,8330,47,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44054,2543,18,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44055,2544,14,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44056,2560,18,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44057,3578,47,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44058,57,30,2011-02-26,2011-03-05,2011-03-10,3375,1,3375
SO44059,5689,17,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44060,14274,49,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44061,16920,14,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44062,17042,14,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44063,241,24,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44064,11051,14,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44065,17063,14,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44066,14868,24,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44067,6050,14,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44068,2542,17,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44069,17396,29,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44070,8830,29,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44071,5692,17,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44072,5657,15,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44073,45,31,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44134,2822,14,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44135,17157,14,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44136,11115,15,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44137,6329,18,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44138,2766,14,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44139,2793,15,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44140,1222,15,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44141,2573,17,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44142,11059,17,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44143,17146,17,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44144,6072,16,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44145,6310,14,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44146,6311,17,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44147,6321,14,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44148,17173,14,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44149,6243,16,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44150,6316,16,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44151,14559,42,2011-03-03,2011-03-10,2011-03-15,699,1,699
SO44152,335,26,2011-03-04,2011-03-11,2011-03-16,3400,1,3400
SO44153,17169,16,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44154,17182,15,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44155,17132,17,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44156,14888,26,2011-03-04,2011-03-11,2011-03-16,3400,1,3400
SO44157,6056,18,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44158,2568,15,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44159,17183,15,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44160,17187,16,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44161,2773,18,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44162,17186,15,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44163,17194,18,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44164,17089,14,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44165,6066,17,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44166,3582,47,2011-03-06,2011-03-13,2011-03-18,699,1,699
SO44167,6309,18,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44168,1212,17,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44169,17180,15,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44170,17184,18,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44171,17113,17,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44172,3585,47,2011-03-07,2011-03-14,2011-03-19,699,1,699
SO44173,2785,16,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44174,6230,15,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44175,6247,17,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44176,1221,18,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44177,338,30,2011-03-09,2011-03-16,2011-03-21,3375,1,3375
SO44178,17098,16,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44179,14889,30,2011-03-09,2011-03-16,2011-03-21,3375,1,3375
SO44180,59,27,2011-03-09,2011-03-16,2011-03-21,3400,1,3400
SO44181,6295,16,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44182,6300,14,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44183,17159,14,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44184,6248,18,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44185,6281,14,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44186,14890,27,2011-03-12,2011-03-19,2011-03-24,3400,1,3400
SO44187,6070,17,2011-03-12,2011-03-19,2011-03-24,3578,1,3578
SO44188,9053,45,2011-03-13,2011-03-20,2011-03-25,699,1,699
SO44189,9055,39,2011-03-13,2011-03-20,2011-03-25,699,1,699
SO44190,62,28,2011-03-13,2011-03-20,2011-03-25,3375,1,3375
SO44191,6249,14,2011-03-13,2011-03-20,2011-03-25,3578,1,3578
SO44192,2571,16,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44193,17165,16,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
